lng,lat
16.2881769,48.1982525
16.3701747,48.2219173
16.353572,48.1803458
16.46559,48.15662
16.3835715,48.1748856
16.32523617,48.19441944
16.36994617,48.2219417
16.4044463,48.2639556
16.38932,48.19575
16.34547908,48.24842484
16.3190964,48.2124623
16.39946019,48.22322232
16.37045739,48.221967
16.37838,48.21289
16.2742614,48.1370787
16.3502774,48.2166471
16.4646772,48.1943931
16.38508,48.1568266
16.39146,48.17287
16.42791,48.26371
16.4797,48.21984
16.3079277,48.1617675
16.31039136,48.18451845
16.26181,48.19712
16.48657,48.22626
16.3204897,48.1832451
16.28908,48.1343
16.31489,48.19961
16.39946019,48.1980198
16.388664,48.2664266
16.3987779,48.1784047
16.4348431,48.2037113
16.37095,48.22212
16.39136,48.25113
16.3889887,48.2673364
16.34798,48.21426
16.3445,48.1857
16.28555,48.14316
16.370342,48.22172939
16.3746617,48.1701721
16.3703919,48.22173889
16.3873144,48.2115212
16.51822,48.21062
16.44669,48.27453
16.3704731,48.2212978
16.3588702,48.2060767
16.3554886,48.2296188
16.28547,48.13568
16.26361,48.20121
16.36977,48.21242
16.3219134,48.1845039
16.31640836,48.22327916
16.32928,48.21152
16.45588,48.26461
16.3994315,48.1390544
16.26724113,48.16794373
16.4005473,48.2259169
16.4564198,48.2645385
16.35668,48.21687
16.45554,48.22894
16.3144707,48.2231315
16.287496,48.2154324
16.42240216,48.26732673
16.34926,48.19872
16.48853,48.18092
16.358653,48.1754197
16.26098,48.20812
16.37381916,48.21962196
16.3775036,48.2141809
16.3788248,48.2366337
16.34953,48.20612
16.33774,48.19691
16.28292,48.13324
16.417004,48.2718272
16.3475582,48.2082916
16.37627,48.17273
16.34278,48.21602
16.3695489,48.2368114
16.4291277,48.179179
16.29726,48.19612
16.4528528,48.2581059
16.36618,48.21536
16.4038575,48.2503712
16.3965001,48.221692
16.46071,48.25961
16.37517,48.16382
16.36032389,48.20252025
16.40216,48.21782
16.27949,48.1376
16.34634,48.1571
16.36707,48.24482
16.3674101,48.2426723
16.40105037,48.19938139
16.42105263,48.23582358
16.28624,48.14985
16.33198,48.21872
16.41161,48.19352
16.3883728,48.1657018
16.3996633,48.2561874
16.39271,48.25833
16.4183536,48.2844284
16.3639398,48.1954407
16.35493,48.23222
16.30195,48.19304
16.2752713,48.1868712
16.37327,48.17133
16.4264507,48.2484248
16.2775542,48.1846819
16.34818,48.19262
16.35897,48.19406
16.3447631,48.1471871
16.4127904,48.2781923
16.3989064,48.2241647
16.41557,48.27662
16.3678795,48.2200164
16.3663885,48.1857217
16.41026,48.21512
16.2996453,48.1946907
16.36481,48.18363
16.31006,48.19627
16.3152443,48.1999417
16.33873144,48.1980198
16.37605,48.21222
16.35287,48.22498
16.3559689,48.2148331
16.3267701,48.2399096
16.31309,48.21796
16.4135691,48.2554219
16.29779,48.19737
16.36909864,48.13897416
16.2814013,48.1591702
16.408894,48.1990342
16.39851,48.22607
16.3921205,48.1953271
16.33335,48.17441
16.36996,48.22582
16.349169,48.2056281
16.4237216,48.1318342
16.36707,48.22772
16.3920703,48.1967126
16.3685376,48.1762358
16.38346,48.20906
16.3923325,48.2197397
16.39607,48.27111
16.32793522,48.23222322
16.3716518,48.2184265
16.34008,48.21782
16.39619387,48.26570201
16.35904,48.19407
16.4038,48.26362
16.28070175,48.13411341
16.29403,48.19471
16.37087,48.22175
16.29761,48.17536
16.2841929,48.1347637
16.35358,48.19982
16.370103,48.2033686
16.2814917,48.1321145
16.3634237,48.1759497
16.40081,48.17552
16.3615873,48.2818748
16.3434041,48.1724551
16.3080729,48.1258549
16.3609698,48.185058
16.38462,48.20882
16.3879308,48.2244434
16.48178,48.29253
16.4440856,48.2173104
16.3550398,48.1984283
16.3049332,48.1960263
16.39198,48.1838
16.29419703,48.18721872
16.3823497,48.2035509
16.3094134,48.1997947
16.3297482,48.2068073
16.37381916,48.17911791
16.3533749,48.1886751
16.41700405,48.25472547
16.3292215,48.2032154
16.4226177,48.2126138
16.34387,48.16997
16.30015607,48.19518436
16.3535762,48.180018
16.34008,48.15572
16.36572,48.21152
16.30904184,48.16921692
16.43995,48.19999
16.3701266,48.2226331
16.35493,48.23222
16.33290838,48.17471922
16.3846154,48.1611161
16.3576637,48.1981213
16.39233,48.20761
16.3976593,48.2183064
16.33299,48.17976
16.32119,48.20702
16.36985018,48.22216094
16.3718526,48.220979
16.2798727,48.1723032
16.4206723,48.2982063
16.36019,48.18617
16.3967478,48.1424598
16.39811,48.22322
16.50337,48.22682
16.3152858,48.1999218
16.40081,48.24842
16.33114,48.17072
16.3872152,48.206798
16.4102059,48.1616286
16.3338898,48.1907862
16.29874,48.19605
16.33575,48.22419
16.45209177,48.23942394
16.50369,48.22669
16.37649,48.18468
16.37787,48.23672
16.40081,48.18182
16.38642,48.28745
16.3886199,48.2256694
16.3985934,48.2233485
16.31186,48.21848
16.3958225,48.2268453
16.3788,48.23677
16.38057,48.16562
16.2548883,48.1355772
16.3559329,48.2127135
16.45910224,48.25395785
16.25381,48.19941
16.39811,48.22502
16.369914,48.221866
16.35493,48.19622
16.3022942,48.22772277
16.3968819,48.213126
16.3747397,48.2090786
16.4181,48.20421
16.29345,48.26309
16.33727,48.17797
16.2348482,48.214118
16.48448,48.23942
16.38462,48.20342
16.38088,48.16576
16.2976098,48.196184
16.4083,48.19132
16.31309,48.19442
16.4064233,48.2556687
16.35005,48.1959
16.26180837,48.13231323
16.38192,48.18722
16.38596,48.17732
16.360149,48.1862438
16.36302294,48.20072007
16.3433232,48.2077491
16.39113,48.20243
16.2940586,48.1635759
16.3534372,48.1664513
16.44919,48.22579
16.4044633,48.196176
16.3558982,48.1847677
16.3717026,48.2073829
16.3370384,48.1705684
16.49797571,48.24212421
16.32261,48.18309
16.4669679,48.1563777
16.37112011,48.19621962
16.3990323,48.2234302
16.3914755,48.1968292
16.3705112,48.1929674
16.42525,48.17892
16.30348,48.19829
16.2539,48.20189
16.3265857,48.18991899
16.3678509,48.1783537
16.3173,48.16334
16.4238053,48.2369073
16.3246745,48.2046932
16.47996,48.21995
16.3882212,48.1984276
16.36032389,48.21062106
16.3348378,48.2033276
16.2976849,48.1961716
16.4050838,48.2717065
16.35055,48.19855
16.3107955,48.1283671
16.4031032,48.1905539
16.2976992,48.1919262
16.3722426,48.2253909
16.4163151,48.2146878
16.4568085,48.2071304
16.34143,48.19172
16.35417,48.13868
16.4856043,48.2479468
16.35762483,48.16381638
16.3600735,48.2064998
16.39346,48.20947
16.32879,48.23177
16.3849952,48.2403379
16.3224021,48.2087618
16.2934816,48.1442163
16.3286665,48.2154823
16.31444,48.21602
16.2579562,48.1975389
16.3761495,48.243899
16.32243,48.22856
16.4252747,48.2532592
16.4048583,48.27182718
16.40021,48.22747
16.3896,48.20563
16.4166843,48.2925083
16.512152,48.2029707
16.43436963,48.24158419
16.4087971,48.2165859
16.2613318,48.1387679
16.3776276,48.2157257
16.3467232,48.1792425
16.34437816,48.21958598
16.37786775,48.23672367
16.4312353,48.2579118
16.36159,48.17167
16.3840161,48.2133632
16.345482,48.2098919
16.3841562,48.2394674
16.36328,48.19064
16.3494171,48.2856928
16.3500494,48.2266317
16.4868,48.20529
16.43895,48.19942
16.37424,48.21413
16.37246964,48.21962196
16.2845267,48.1913994
16.46989,48.15825
16.4413,48.21062
16.4122271,48.211936
16.4046315,48.2636965
16.33262,48.20802
16.3431939,48.2020631
16.43995,48.21242
16.27428,48.13701
16.4581367,48.1833336
16.3497633,48.1976965
16.33603,48.14851
16.3699545,48.2236523
16.30698,48.20916
16.30229,48.20522
16.4277661,48.2516516
16.4613011,48.2524713
16.3404531,48.2149765
16.39946019,48.14671467
16.3431844,48.19603
16.37786775,48.23672367
16.34996,48.19763
16.29149798,48.1890189
16.4639843,48.1780594
16.3436985,48.1954002
16.2911043,48.1829202
16.3683869,48.2460785
16.38866,48.20792
16.4717949,48.2729995
16.4513935,48.2781559
16.40890688,48.28172817
16.36572,48.20882
16.3683998,48.2040725
16.43023,48.24655
16.3931066,48.1394342
16.39175,48.17225
16.37112,48.21692
16.3557812,48.1373284
16.36615,48.18355
16.35088,48.22412
16.31748,48.16165
16.3735961,48.2834479
16.3033952,48.1919597
16.43725,48.27453
16.4000244,48.2559169
16.3638079,48.2250656
16.3575982,48.2058732
16.34976,48.1977
16.324417,48.18714
16.375405,48.208284
16.36693,48.1662
16.4778539,48.2378761
16.3494666,48.1916668
16.37112,48.21422
16.27266,48.17629
16.3436088,48.1432966
16.2376383,48.2164627
16.31771,48.21986
16.36134,48.18562
16.3112494,48.1965186
16.39811,48.22412
16.3889569,48.2737273
16.28601,48.17979
16.4138794,48.2795101
16.39247,48.2081084
16.39955,48.22353
16.4120514,48.2450361
16.44534,48.22682
16.37082,48.2218
16.35044,48.19095
16.33633,48.20139
16.4385143,48.1995986
16.36707,48.20882
16.2921485,48.1972161
16.36572,48.19172
16.45834,48.18312
16.30634,48.22232
16.3813054,48.1975082
16.3254,48.21062
16.3757107,48.212286
16.3947705,48.2719067
16.369914,48.221866
16.280963,48.1581244
16.3704606,48.2219046
16.3096684,48.2173651
16.38731,48.20792
16.3583069,48.2005603
16.28494,48.13564
16.417,48.23492
16.30094,48.18542
16.35874,48.18181
16.43722914,48.20769713
16.3170018,48.1504025
16.47786,48.22215
16.29223,48.17076
16.34489,48.17888
16.37743,48.17491
16.40216,48.22682
16.30499,48.15482
16.3878689,48.2431812
16.37992,48.1966
16.4868,48.20522
16.37517,48.25023
16.3570587,48.2015463
16.37995,48.16924
16.3401004,48.1440566
16.37543,48.20547
16.4440814,48.2752069
16.33465561,48.22506807
16.41700405,48.22682268
16.40215924,48.21782178
16.4013794,48.2267899
16.34143,48.20432
16.3679654,48.1652014
16.3497226,48.1976878
16.38724,48.20983
16.344649,48.2133165
16.38596,48.24122
16.3676562,48.1704861
16.2969,48.14851
16.3490514,48.1981062
16.4109778,48.2548935
16.3530135,48.197652
16.37787,48.20792
16.36977,48.20072
16.369914,48.221866
16.30932,48.18921
16.39946019,48.25832583
16.30364,48.18992
16.31818,48.15307
16.4287513,48.2491622
16.33054,48.22524
16.4177855,48.2532605
16.3906017,48.1884661
16.38731444,48.21692169
16.3727313,48.2077535
16.3767603,48.199444
16.35897,48.22682
16.37921727,48.20162016
16.4101903,48.2597612
16.44939,48.15032
16.48987854,48.22232223
16.42098,48.27131
16.3780021,48.2371844
16.33876,48.22288
16.28742,48.18431
16.3617489,48.2169568
16.3509471,48.1411251
16.4302468,48.164307
16.4178383,48.2551252
16.35222672,48.19981998
16.3535,48.25445
16.4332,48.16022
16.41287,48.25862
16.402385,48.2644105
16.3585463,48.2137054
16.3703843,48.2260191
16.2921,48.1954182
16.38147,48.20944
16.34818,48.21782
16.34953,48.18902
16.3769767,48.2290655
16.5040875,48.2169965
16.3413825,48.1976229
16.3806549,48.2202286
16.35088,48.21422
16.388664,48.2457246
16.3860052,48.1885988
16.3826549,48.2191757
16.3087126,48.2501697
16.34952767,48.20792079
16.37651822,48.20432043
16.3441296,48.2169217
16.3468,48.16879
16.27423,48.19086
16.3925578,48.1824096
16.3889653,48.267299
16.39811066,48.27812781
16.40255,48.17468
16.3799,48.169
16.4116059,48.1827183
16.34008,48.18722
16.383492,48.1856647
16.40351,48.18452
16.38731,48.22142
16.3286534,48.1982612
16.36604,48.19805
16.4326816,48.2517638
16.3824017,48.2842367
16.44953,48.15547
16.365722,48.21062106
16.33949,48.21195
16.38731,48.1803
16.35635,48.17044
16.3985032,48.2231636
16.31724,48.20675
16.395244,48.2028566
16.37097548,48.20539439
16.39001,48.25203
16.4349731,48.296694
16.2870332,48.1378294
16.29471,48.16242
16.4597631,48.2534341
16.2896756,48.2000005
16.38766,48.20914
16.48812,48.24472
16.36264,48.1836
16.3669588,48.2497331
16.2977,48.19642
16.3928579,48.2193903
16.32253711,48.18631863
16.398337,48.2241899
16.3826833,48.2020082
16.28007,48.17226
16.3945591,48.1868938
16.27935223,48.19081908
16.41013,48.19025
16.3776627,48.236901
16.27629,48.14281
16.3704548,48.2213151
16.3602316,48.1996857
16.3685349,48.2002605
16.45748988,48.24572457
16.36977,48.21782
16.4640412,48.2651617
16.28438,48.1784
16.3470354,48.1517901
16.297523,48.185008
16.31039,48.12781
16.3132797,48.152243
16.3219354,48.1561559
16.39894,48.22602
16.3748,48.2837
16.3922126,48.2869758
16.463685,48.1582705
16.42780027,48.21962196
16.3090418,48.1224122
16.4022363,48.1889783
16.33479439,48.22523833
16.3487815,48.1972173
16.35088,48.22772
16.25910931,48.14941494
16.22132254,48.2070207
16.3877715,48.1954663
16.36842,48.22862
16.38067646,48.24774109
16.3815566,48.1517583
16.34986292,48.18942526
16.36483,48.18382
16.37921727,48.19891989
16.3415062,48.1997997
16.501149,48.2499775
16.4444447,48.2752624
16.3923,48.19693
16.39946,48.22412
16.34269,48.14108
16.4534413,48.24212421
16.3972577,48.254278
16.3998733,48.222716
16.35897,48.23312
16.3660807,48.2019418
16.51274474,48.21636885
16.3990202,48.2229737
16.3658074,48.2260661
16.35961,48.20897
16.40126,48.22753
16.4016704,48.1873324
16.35549,48.182
16.4008097,48.2592259
16.427646,48.268249
16.2908389,48.192237
16.33603,48.20072
16.42375,48.13231
16.40818,48.19109
16.3941777,48.19187
16.50174,48.22471
16.40351,48.18452
16.31309,48.14671
16.4653883,48.2467692
16.36204,48.16617
16.35353,48.21622
16.4868502,48.2052371
16.4301936,48.2682321
16.38866,48.24752
16.3533848,48.1886199
16.33468,48.20432
16.2861,48.23672
16.3998319,48.2654356
16.44165,48.24999
16.41161,48.21782
16.3631167,48.1425823
16.45209177,48.24662466
16.3465888,48.2148198
16.3805668,48.28262826
16.41565,48.17372
16.25911,48.17192
16.328018,48.2104517
16.4610096,48.2608752
16.3926158,48.1822307
16.29765,48.19609
16.2837287,48.1767377
16.3536621,48.1996183
16.3403796,48.1903069
16.3361774,48.1852517
16.35312,48.19528
16.29395,48.19594
16.39445,48.22569
16.34184,48.25476
16.2046378,48.2053362
16.34977,48.19781
16.3148677,48.2236118
16.417,48.25473
16.3047003,48.2087815
16.313085,48.1953952
16.363798,48.2264679
16.39179,48.20117
16.4034042,48.1747168
16.3988017,48.223313
16.3718891,48.2209662
16.3087208,48.2016831
16.283603,48.183938
16.30914,48.22598
16.30541,48.1876
16.4440689,48.2758098
16.40081,48.21782
16.40081,48.22412
16.47971,48.21984
16.3774937,48.214207
16.35222672,48.19711971
16.369914,48.221866
16.33603,48.22502
16.40292,48.20827
16.25381,48.19941
16.30094,48.18632
16.39136,48.18902
16.30967,48.19602
16.34865,48.14739
16.36332,48.23789
16.3280751,48.2132766
16.457261,48.2512773
16.30499325,48.24932493
16.3442819,48.1635537
16.40350877,48.18991899
16.41565,48.25293
16.4036319,48.1982338
16.3834,48.19544
16.4121551,48.2872799
16.3702599,48.2213131
16.2920347,48.1950619
16.2425698,48.2028062
16.33873,48.19082
16.3990765,48.2231812
16.32430071,48.22694096
16.4796959,48.2197303
16.33451,48.20818
16.2863283,48.1393532
16.36707152,48.17281728
16.3119017,48.1534913
16.3917399,48.220377
16.3707393,48.2220314
16.3925718,48.2196424
16.34548,48.16922
16.35124,48.19917
16.41283,48.24958
16.34256,48.19726
16.34244,48.18116
16.4049264,48.1879483
16.3193301,48.1480713
16.3523674,48.1896183
16.40216,48.26283
16.37051815,48.22178878
16.45749975,48.2180277
16.3821408,48.2114945
16.39271,48.18272
16.31039,48.12781
16.36707,48.20162
16.47099,48.18992
16.34995,48.1976
16.3722329,48.2253326
16.340081,48.1953195
16.3320691,48.1599649
16.2944091,48.1304545
16.42981,48.25001
16.4104436,48.1968474
16.2316015,48.1781601
16.37651822,48.18181818
16.3045672,48.2087809
16.39201,48.2017
16.3694956,48.2243495
16.31039,48.13051
16.31709,48.1649342
16.3279256,48.1841995
16.3432085,48.2020069
16.30904,48.19982
16.311016,48.1285799
16.3670306,48.2179072
16.29824561,48.19351935
16.3151872,48.2011436
16.35762,48.20972
16.32524,48.18722
16.3541141,48.1540413
16.38462,48.19982
16.2915,48.18902
16.3083615,48.2100778
16.3340743,48.1851307
16.4609863,48.2602626
16.3041938,48.1383554
16.41430499,48.29252925
16.48448,48.24572
16.29739932,48.19624515
16.36842,48.19892
16.3032916,48.201927
16.2867171,48.2004407
16.3684211,48.19982
16.3147321,48.2101187
16.37922,48.14671
16.39811,48.22502
16.38731,48.22052
16.33651,48.22331
16.3927126,48.2349235
16.4164499,48.2896673
16.3919813,48.1817536
16.3908245,48.214426
16.45758028,48.25290861
16.2814982,48.1556461
16.4275235,48.2879995
16.3486205,48.2233228
16.2877396,48.2368034
16.38327,48.18812
16.40546,48.19235
16.3605981,48.1993353
16.339799,48.1967892
16.4330214,48.2431801
16.456856,48.2526565
16.38596491,48.20882088
16.2834,48.17822
16.3854036,48.1980776
16.2861232,48.2345946
16.3768831,48.1839376
16.5222672,48.2079208
16.33206,48.24501
16.3489024,48.2244543
16.3293306,48.2100205
16.3767114,48.1994779
16.40215924,48.18721872
16.3014866,48.1870456
16.30945,48.18923
16.52497,48.22322
16.4340096,48.2428451
16.4093519,48.1883951
16.393,48.17957
16.40582,48.19541
16.2153047,48.2066231
16.42112,48.23502
16.45749,48.14581
16.3530098,48.2249757
16.3758225,48.2143818
16.38596,48.14131
16.24966,48.21692
16.367313,48.2178236
16.3880084,48.2205515
16.31322,48.15222
16.383781,48.2869782
16.45748988,48.22142214
16.350478,48.1997997
16.3107965,48.1284347
16.45344,48.21242
16.4770948,48.2068622
16.40251,48.26473
16.3041683,48.2273578
16.3452466,48.2377665
16.35,48.19866
16.413472,48.2833051
16.3922616,48.1820694
16.3923765,48.1965376
16.4020405,48.226841
16.34953,48.16382
16.2729695,48.1609683
16.3699425,48.221161
16.4025674,48.2638662
16.3103914,48.1287129
16.37652,48.18092
16.4165965,48.1925389
16.33620674,48.22195879
16.40351,48.14131
16.40216,48.18722
16.3797708,48.1463365
16.36572,48.21422
16.39192,48.1815441
16.45223,48.28604
16.2891065,48.1885237
16.3489475,48.2064851
16.4711718,48.2534815
16.4897896,48.2315877
16.413649,48.291417
16.3339485,48.1744774
16.41046101,48.23115139
16.33873,48.19982
16.4199865,48.2139771
16.35512,48.21471
16.4054995,48.2717376
16.50308,48.2268
16.319264,48.1990089
16.48787075,48.19966901
16.2926725,48.1850735
16.36032,48.19262
16.4030267,48.27156
16.34366,48.1938
16.34548,48.20972
16.4022111,48.1868715
16.3543072,48.2050932
16.44399,48.27003
16.43859649,48.27452745
16.3146586,48.1512869
16.3431677,48.202091
16.402121,48.2268403
16.25384,48.20181
